DATE;TIME_FROM;TIME_TO;RZSALDO_AFRR_50HERTZ_POS_OP_[MW];RZSALDO_AFRR_50HERTZ_NEG_OP_[MW];RZSALDO_AFRR_50HERTZ_POS_QA_[MW];RZSALDO_AFRR_50HERTZ_NEG_QA_[MW];RZSALDO_AFRR_TRANSNETBW_POS_OP_[MW];RZSALDO_AFRR_TRANSNETBW_NEG_OP_[MW];RZSALDO_AFRR_TRANSNETBW_POS_QA_[MW];RZSALDO_AFRR_TRANSNETBW_NEG_QA_[MW];RZSALDO_AFRR_TENNET_POS_OP_[MW];RZSALDO_AFRR_TENNET_NEG_OP_[MW];RZSALDO_AFRR_TENNET_POS_QA_[MW];RZSALDO_AFRR_TENNET_NEG_QA_[MW];RZSALDO_AFRR_AMPRION_POS_OP_[MW];RZSALDO_AFRR_AMPRION_NEG_OP_[MW];RZSALDO_AFRR_AMPRION_POS_QA_[MW];RZSALDO_AFRR_AMPRION_NEG_QA_[MW];50HZ_mFRR_ACT_POS_OP_PT15M;50HZ_mFRR_ACT_NEG_OP_PT15M;50HZ_mFRR_ACT_POS_QA_PT15M;50HZ_mFRR_ACT_NEG_QA_PT15M;TRANSNETBW_mFRR_ACT_POS_OP_PT15M;TRANSNETBW_mFRR_ACT_NEG_OP_PT15M;TRANSNETBW_mFRR_ACT_POS_QA_PT15M;TRANSNETBW_mFRR_ACT_NEG_QA_PT15M;TENNET_mFRR_ACT_POS_OP_PT15M;TENNET_mFRR_ACT_NEG_OP_PT15M;TENNET_mFRR_ACT_POS_QA_PT15M;TENNET_mFRR_ACT_NEG_QA_PT15M;AMPRION_mFRR_ACT_POS_OP_PT15M;AMPRION_mFRR_ACT_NEG_OP_PT15M;AMPRION_mFRR_ACT_POS_QA_PT15M;AMPRION_mFRR_ACT_NEG_QA_PT15M
13.03.2021;12:00;12:15;0,000;17,007;n/a;n/a;1,995;113,366;3,184;113,208;0,374;28,124;n/a;n/a;0,000;20,773;0,004;20,680;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;12:15;12:30;0,000;1,633;n/a;n/a;0,593;135,500;1,108;136,972;0,386;14,744;n/a;n/a;0,000;11,682;0,004;11,796;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;12:30;12:45;0,000;1,598;n/a;n/a;18,757;34,346;25,232;40,060;4,245;7,865;n/a;n/a;0,004;4,133;0,044;4,712;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;12:45;13:00;0,000;2,737;n/a;n/a;1,176;168,714;1,660;169,868;0,474;18,414;n/a;n/a;0,000;17,679;0,008;17,876;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;13:00;13:15;0,000;3,539;n/a;n/a;0,009;127,204;1,176;127,236;0,368;23,267;n/a;n/a;0,000;16,085;0,016;16,024;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;13:15;13:30;0,000;4,169;n/a;n/a;0,095;204,925;0,668;206,124;0,335;25,158;n/a;n/a;0,000;17,969;0,004;18,624;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;13:30;13:45;0,000;1,259;n/a;n/a;1,629;78,741;2,672;78,948;0,340;16,443;n/a;n/a;0,000;11,453;0,012;11,744;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;13:45;14:00;0,001;1,726;n/a;n/a;0,732;3,507;1,440;4,156;0,208;2,720;n/a;n/a;0,000;1,936;0,020;2,128;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;14:00;14:15;0,002;1,156;n/a;n/a;6,022;1,159;7,208;2,180;0,535;1,375;n/a;n/a;0,000;2,224;0,012;2,348;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;14:15;14:30;0,005;1,108;n/a;n/a;8,180;50,264;8,764;51,424;2,006;7,400;n/a;n/a;0,001;5,890;0,092;6,336;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;14:30;14:45;0,063;1,101;n/a;n/a;25,704;23,523;26,752;23,808;5,468;7,885;n/a;n/a;0,289;2,973;0,688;4,068;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;14:45;15:00;21,862;0,310;n/a;n/a;123,646;0,000;124,884;1,460;39,062;0,728;n/a;n/a;22,911;0,285;24,888;2,096;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;15:00;15:15;0,000;6,381;n/a;n/a;1,429;147,279;3,028;149,328;1,429;18,059;n/a;n/a;0,000;5,841;0,040;6,348;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;15:15;15:30;8,879;1,177;n/a;n/a;61,622;9,402;63,528;10,736;17,855;4,008;n/a;n/a;1,445;1,682;2,140;2,612;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;15:30;15:45;47,383;0,170;n/a;n/a;156,565;0,000;158,180;1,596;53,907;1,166;n/a;n/a;55,364;0,188;56,960;2,000;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;15:45;16:00;3,480;0,983;n/a;n/a;71,601;0,063;73,188;1,440;19,275;1,756;n/a;n/a;5,034;0,467;6,312;1,476;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;16:00;16:15;1,169;1,169;n/a;n/a;21,484;32,510;22,088;33,636;10,067;12,005;n/a;n/a;12,644;0,719;12,780;1,308;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;16:15;16:30;0,000;1,323;n/a;n/a;23,737;13,737;24,892;14,544;3,704;7,496;n/a;n/a;3,999;1,093;4,792;1,384;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;16:30;16:45;0,000;1,457;n/a;n/a;66,682;1,039;67,872;1,940;8,721;1,420;n/a;n/a;12,060;0,526;13,492;1,692;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;16:45;17:00;0,046;1,553;n/a;n/a;103,423;0,000;104,712;1,316;16,873;0,691;n/a;n/a;10,079;0,283;11,312;1,448;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;17:00;17:15;0,000;3,919;n/a;n/a;4,759;237,507;6,700;239,612;0,718;52,113;n/a;n/a;2,506;75,909;4,132;77,236;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;17:15;17:30;0,000;9,693;n/a;n/a;4,325;166,814;5,224;167,892;1,461;32,632;n/a;n/a;1,746;61,366;3,352;62,996;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;17:30;17:45;0,000;1,580;n/a;n/a;6,765;84,948;7,344;85,624;0,795;15,552;n/a;n/a;0,344;7,118;1,884;8,296;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;17:45;18:00;0,000;1,446;n/a;n/a;1,551;1,782;2,320;2,664;0,934;1,647;n/a;n/a;0,070;0,599;1,292;1,668;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;18:00;18:15;0,000;4,146;n/a;n/a;0,957;280,395;1,400;281,036;0,417;57,909;n/a;n/a;2,136;133,046;4,352;135,384;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;18:15;18:30;0,543;2,882;n/a;n/a;140,928;0,250;144,748;4,180;15,709;0,804;n/a;n/a;10,317;2,045;13,064;4,416;0,000;39,000;n/a;n/a;0,000;83,000;n/a;n/a;0,000;103,000;n/a;n/a;0,000;75,000;n/a;n/a
13.03.2021;18:30;18:45;0,000;3,261;n/a;n/a;14,785;3,327;16,328;5,008;3,891;1,650;n/a;n/a;0,870;2,086;2,700;3,280;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;18:45;19:00;0,000;2,593;n/a;n/a;2,694;1,943;3,620;2,896;1,323;1,760;n/a;n/a;0,056;0,821;1,572;2,316;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;19:00;19:15;0,000;1,866;n/a;n/a;2,338;150,671;2,960;152,080;0,838;24,274;n/a;n/a;0,010;7,985;0,864;8,876;5,000;0,000;n/a;n/a;5,000;0,000;n/a;n/a;10,000;0,000;n/a;n/a;9,000;0,000;n/a;n/a
13.03.2021;19:15;19:30;0,000;1,590;n/a;n/a;5,282;31,431;6,248;31,472;1,532;5,854;n/a;n/a;0,055;2,315;0,744;2,640;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;19:30;19:45;0,000;1,105;n/a;n/a;0,509;76,252;0,988;77,204;0,319;16,185;n/a;n/a;0,148;2,621;0,844;3,172;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;19:45;20:00;0,002;1,273;n/a;n/a;4,889;25,560;5,512;25,664;0,945;7,442;n/a;n/a;0,019;1,456;0,616;1,908;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;20:00;20:15;0,003;1,501;n/a;n/a;34,908;32,493;36,108;34,424;4,060;8,592;n/a;n/a;4,179;0,343;5,676;1,644;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;20:15;20:30;0,000;1,590;n/a;n/a;26,672;121,517;27,972;122,912;2,840;28,936;n/a;n/a;0,268;1,621;1,912;2,908;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;20:30;20:45;0,000;1,505;n/a;n/a;33,997;124,010;35,120;125,300;3,864;26,657;n/a;n/a;3,292;1,484;5,252;3,440;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;20:45;21:00;0,000;1,643;n/a;n/a;8,281;113,474;8,748;113,020;1,127;28,721;n/a;n/a;1,294;1,256;3,188;2,668;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;21:00;21:15;0,003;1,599;n/a;n/a;65,959;0,062;67,396;1,340;8,593;1,578;n/a;n/a;10,973;0,183;12,776;1,944;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;21:15;21:30;0,000;1,741;n/a;n/a;19,315;35,134;20,284;36,780;1,334;12,562;n/a;n/a;0,696;0,108;2,136;1,456;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;21:30;21:45;0,000;1,723;n/a;n/a;1,684;43,185;2,192;43,600;0,853;16,091;n/a;n/a;0,495;0,377;2,140;1,660;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;21:45;22:00;0,000;1,903;n/a;n/a;0,175;58,187;0,740;58,952;1,006;19,496;n/a;n/a;0,424;0,779;1,780;2,148;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;22:00;22:15;5,295;0,955;n/a;n/a;88,395;12,312;94,116;17,612;15,235;4,927;n/a;n/a;71,328;0,603;73,160;1,596;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;22:15;22:30;0,000;1,449;n/a;n/a;13,894;7,360;15,076;8,308;1,763;3,676;n/a;n/a;0,906;0,762;2,048;1,728;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;22:30;22:45;4,178;1,148;n/a;n/a;78,809;0,391;79,848;1,412;16,537;0,787;n/a;n/a;70,538;0,298;72,444;1,788;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;22:45;23:00;0,000;1,769;n/a;n/a;23,334;43,253;25,112;45,520;3,488;13,424;n/a;n/a;12,480;0,545;13,480;1,496;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;23:00;23:15;4,982;1,159;n/a;n/a;90,798;14,193;93,368;16,236;17,815;4,711;n/a;n/a;85,373;0,310;87,396;1,672;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;23:15;23:30;0,338;1,282;n/a;n/a;73,069;0,000;75,336;2,200;16,208;1,715;n/a;n/a;60,688;0,207;61,668;1,372;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;23:30;23:45;0,000;1,670;n/a;n/a;3,030;117,781;3,540;118,724;1,070;36,543;n/a;n/a;0,241;1,127;1,036;1,500;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
13.03.2021;23:45;00:00;0,000;1,783;n/a;n/a;3,245;251,935;6,104;254,784;1,412;60,608;n/a;n/a;0,006;6,917;1,020;7,608;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;00:00;00:15;0,000;1,665;n/a;n/a;1,717;344,714;7,000;350,104;3,340;32,900;n/a;n/a;0,079;2,742;0,308;2,524;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;00:15;00:30;0,000;1,822;n/a;n/a;0,000;689,393;3,852;692,592;1,612;100,557;n/a;n/a;0,238;0,693;0,108;1,728;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;00:30;00:45;0,000;1,664;n/a;n/a;0,000;438,501;0,744;438,624;1,058;33,043;n/a;n/a;0,218;2,213;0,004;2,364;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;00:45;01:00;0,000;1,967;n/a;n/a;2,534;31,338;3,756;31,684;1,903;3,072;n/a;n/a;0,000;2,175;0,004;2,296;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;01:00;01:15;3,320;1,058;n/a;n/a;36,623;2,881;37,328;3,808;7,079;2,024;n/a;n/a;1,073;1,544;2,028;2,392;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;01:15;01:30;0,008;1,377;n/a;n/a;4,092;40,700;5,408;41,556;1,529;6,336;n/a;n/a;0,008;0,971;0,044;1,288;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;01:30;01:45;0,000;2,022;n/a;n/a;0,290;95,129;1,464;97,024;1,451;7,088;n/a;n/a;0,257;1,332;0,040;1,620;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;01:45;02:00;0,000;2,335;n/a;n/a;0,010;290,472;0,364;290,072;1,101;16,441;n/a;n/a;0,003;0,899;0,188;1,420;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;02:00;02:15;12,493;1,220;n/a;n/a;65,238;5,206;66,744;6,872;7,226;1,409;n/a;n/a;9,525;1,453;10,392;2,936;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;02:15;02:30;0,883;1,843;n/a;n/a;6,487;1,119;6,996;1,592;3,003;2,051;n/a;n/a;0,100;1,939;0,288;2,276;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;02:30;02:45;3,505;0,951;n/a;n/a;19,616;1,407;21,172;3,048;6,444;1,332;n/a;n/a;0,367;1,302;1,380;2,656;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;02:45;03:00;0,000;1,987;n/a;n/a;2,381;3,057;2,952;3,560;1,653;7,462;n/a;n/a;0,000;1,438;0,016;2,052;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;03:00;03:15;0,052;2,020;n/a;n/a;0,792;3,098;1,144;3,528;2,002;3,459;n/a;n/a;0,000;2,260;0,004;2,368;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;03:15;03:30;0,365;1,937;n/a;n/a;0,424;39,121;1,052;39,720;2,489;3,469;n/a;n/a;0,000;1,583;0,140;1,972;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;03:30;03:45;2,650;0,916;n/a;n/a;9,302;1,544;10,156;2,360;5,814;1,789;n/a;n/a;0,482;1,733;1,216;2,640;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;03:45;04:00;0,124;2,021;n/a;n/a;0,465;55,923;0,872;56,980;1,904;6,486;n/a;n/a;0,000;1,455;0,052;1,820;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;04:00;04:15;0,004;2,716;n/a;n/a;3,304;55,060;4,552;56,016;1,039;5,189;n/a;n/a;0,000;1,301;0,004;1,752;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;04:15;04:30;4,035;1,922;n/a;n/a;23,399;54,651;25,412;56,520;4,240;4,830;n/a;n/a;0,274;1,489;0,448;1,892;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;04:30;04:45;24,714;0,199;n/a;n/a;76,821;0,232;80,328;3,772;14,537;0,887;n/a;n/a;12,600;0,921;14,412;2,928;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;04:45;05:00;6,417;1,430;n/a;n/a;24,176;1,072;24,904;1,968;6,215;1,781;n/a;n/a;4,526;0,995;4,964;1,880;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;05:00;05:15;1,478;2,441;n/a;n/a;14,036;19,479;14,564;20,088;2,720;3,745;n/a;n/a;2,177;1,315;2,292;2,008;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;05:15;05:30;0,000;2,733;n/a;n/a;0,251;10,866;0,536;11,120;0,891;4,034;n/a;n/a;0,000;1,727;0,004;1,968;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;05:30;05:45;2,362;1,981;n/a;n/a;19,914;0,496;21,028;1,520;4,777;1,389;n/a;n/a;0,063;1,669;0,184;2,184;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;05:45;06:00;7,316;1,237;n/a;n/a;28,478;1,831;29,260;2,612;4,996;1,779;n/a;n/a;1,285;1,273;1,608;1,992;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;06:00;06:15;0,000;13,715;n/a;n/a;2,023;476,054;4,716;479,576;0,430;49,241;n/a;n/a;0,000;18,653;0,036;18,980;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;06:15;06:30;0,000;2,000;n/a;n/a;0,000;776,001;0,008;776,688;0,200;43,278;n/a;n/a;0,026;11,168;0,088;11,644;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;06:30;06:45;0,000;1,912;n/a;n/a;0,000;569,747;0,004;569,704;0,249;20,327;n/a;n/a;0,052;2,892;0,000;3,072;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;06:45;07:00;0,000;1,947;n/a;n/a;0,000;251,268;0,012;250,208;2,556;12,249;n/a;n/a;0,000;1,529;0,004;1,880;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;07:00;07:15;0,000;2,068;n/a;n/a;0,018;359,230;0,120;360,156;3,456;18,399;n/a;n/a;0,009;2,790;0,052;3,044;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;07:15;07:30;0,000;2,551;n/a;n/a;0,000;574,950;0,008;574,656;0,438;24,421;n/a;n/a;0,044;2,505;0,032;3,256;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;07:30;07:45;0,000;2,490;n/a;n/a;0,000;293,006;0,004;292,748;1,177;13,098;n/a;n/a;0,144;2,079;0,004;2,524;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;07:45;08:00;5,673;1,642;n/a;n/a;19,396;13,176;20,680;13,828;3,974;4,134;n/a;n/a;1,277;1,882;1,596;2,656;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;08:00;08:15;81,070;0,594;n/a;n/a;57,252;0,154;58,452;1,356;17,693;2,543;n/a;n/a;34,316;1,296;36,528;3,448;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;08:15;08:30;28,420;0,849;n/a;n/a;27,519;10,326;36,684;19,912;10,806;2,701;n/a;n/a;2,492;0,674;3,660;1,928;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;08:30;08:45;10,323;1,843;n/a;n/a;9,299;3,569;11,032;5,464;3,943;3,026;n/a;n/a;0,428;1,175;1,288;1,956;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;08:45;09:00;5,239;2,247;n/a;n/a;8,098;12,952;10,044;14,588;3,827;3,434;n/a;n/a;0,136;1,198;0,824;1,992;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;09:00;09:15;80,230;0,098;n/a;n/a;56,819;0,005;58,368;1,908;24,180;2,359;n/a;n/a;14,886;0,055;16,680;1,964;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;09:15;09:30;34,805;1,624;n/a;n/a;27,384;0,347;29,900;2,912;14,138;2,955;n/a;n/a;1,962;0,562;3,548;2,212;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;09:30;09:45;49,838;0,495;n/a;n/a;43,029;0,063;44,056;1,144;19,533;2,559;n/a;n/a;2,722;0,181;4,592;2,104;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;09:45;10:00;18,269;1,909;n/a;n/a;14,753;14,112;15,536;15,292;9,479;3,473;n/a;n/a;1,199;0,813;2,272;1,932;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;10:00;10:15;25,391;1,954;n/a;n/a;23,527;45,400;24,484;45,604;5,000;6,994;n/a;n/a;8,233;1,024;9,160;1,876;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;10:15;10:30;21,251;2,729;n/a;n/a;13,067;143,302;13,400;144,784;5,823;31,133;n/a;n/a;3,739;2,557;3,816;2,864;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
14.03.2021;10:30;10:45;7,988;2,705;n/a;n/a;5,287;196,369;5,844;196,140;3,390;32,332;n/a;n/a;0,103;2,500;0,692;2,972;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a;0,000;0,000;n/a;n/a
